disease_group,disease_category,disease,gwas_id,protein,mr_method,snps,odds_ratio,ci_lower,ci_upper,pvalue
Cardiovascular diseases,Coronary Artery Diseases,Coronary atherosclerosis,finn-b-I9_CORATHER,ATRN,Inverse variance weighted (fixed effects),11,0.916922595,0.862147194,0.975178079,0.00578378
Cardiovascular diseases,Coronary Artery Diseases,Coronary atherosclerosis,finn-b-I9_CORATHER,ATRN,Inverse variance weighted (multiplicative random effects),11,0.916922595,0.86097436,0.976506483,0.006931413
Cardiovascular diseases,Coronary Artery Diseases,"Ischaemic heart disease, wide definition",finn-b-I9_IHD,ATRN,Inverse variance weighted,11,0.936628508,0.887475312,0.988504075,0.017293477
Cardiovascular diseases,Coronary Artery Diseases,"Ischaemic heart disease, wide definition",finn-b-I9_IHD,ATRN,Inverse variance weighted (fixed effects),11,0.936628508,0.887475312,0.988504075,0.017293477
Cardiovascular diseases,Coronary Artery Diseases,"Ischaemic heart disease, wide definition",finn-b-I9_IHD,ATRN,Inverse variance weighted (multiplicative random effects),11,0.936628508,0.888670096,0.987175068,0.014632949
Cardiovascular diseases,Coronary Artery Diseases,Ischemic heart diseases,finn-b-I9_ISCHHEART,ATRN,Inverse variance weighted,11,0.9296782,0.880624005,0.981464905,0.008377467
Cardiovascular diseases,Coronary Artery Diseases,Ischemic heart diseases,finn-b-I9_ISCHHEART,ATRN,Inverse variance weighted (fixed effects),11,0.9296782,0.880624005,0.981464905,0.008377467
Cardiovascular diseases,Coronary Artery Diseases,Ischemic heart diseases,finn-b-I9_ISCHHEART,ATRN,Inverse variance weighted (multiplicative random effects),11,0.9296782,0.881976495,0.979959852,0.006662074
Cardiovascular diseases,Coronary Artery Diseases,Myocardial infarction,finn-b-I9_MI,ATRN,Inverse variance weighted,11,0.881477243,0.813059319,0.955652451,0.002210364
Cardiovascular diseases,Coronary Artery Diseases,Myocardial infarction,finn-b-I9_MI,ATRN,Inverse variance weighted (fixed effects),11,0.881477243,0.816648928,0.951451846,0.001208385
Cardiovascular diseases,Coronary Artery Diseases,Myocardial infarction,finn-b-I9_MI,ATRN,Inverse variance weighted (multiplicative random effects),11,0.881477243,0.813059319,0.955652451,0.002210364
Neurological and psychiatric diseases,Psychiatric Disorders,Bipolar affective disorders,finn-b-F5_BIPO,ATRN,Inverse variance weighted,11,1.173558217,1.040856415,1.323178557,0.008947105
Neurological and psychiatric diseases,Psychiatric Disorders,Bipolar affective disorders,finn-b-F5_BIPO,ATRN,Inverse variance weighted (fixed effects),11,1.173558217,1.040856415,1.323178557,0.008947105
Neurological and psychiatric diseases,Psychiatric Disorders,Bipolar affective disorders,finn-b-F5_BIPO,ATRN,Inverse variance weighted (multiplicative random effects),11,1.173558217,1.0987367,1.253474914,1.92e-06
Neurological and psychiatric diseases,Neurodegenerative Diseases,Dementia with Lewy bodies,ebi-a-GCST90001390,ATRN,Inverse variance weighted,12,1.210132818,1.020193933,1.435434372,0.028559863
Neurological and psychiatric diseases,Neurodegenerative Diseases,Dementia with Lewy bodies,ebi-a-GCST90001390,ATRN,Inverse variance weighted (fixed effects),12,1.210132818,1.020193933,1.435434372,0.028559863
Neurological and psychiatric diseases,Neurodegenerative Diseases,Dementia with Lewy bodies,ebi-a-GCST90001390,ATRN,Inverse variance weighted (multiplicative random effects),12,1.210132818,1.057800596,1.384402167,0.005458999
Cardiovascular diseases,Stroke,Ischemic stroke (large artery atherosclerosis),ebi-a-GCST005840,ATRN,Inverse variance weighted,9,0.881383849,0.777100797,0.999661168,0.049382436
Cardiovascular diseases,Stroke,Ischemic stroke (large artery atherosclerosis),ebi-a-GCST005840,ATRN,Inverse variance weighted (fixed effects),9,0.881383849,0.777100797,0.999661168,0.049382436
Cardiovascular diseases,Stroke,Ischemic stroke (large artery atherosclerosis),ebi-a-GCST005840,ATRN,Inverse variance weighted (multiplicative random effects),9,0.881383849,0.78262529,0.992604634,0.037303751
Cardiovascular diseases,Heart Failure,All-cause Heart Failure,finn-b-I9_HEARTFAIL_ALLCAUSE,BAIAP2,Wald ratio,1,0.740517066,0.565468719,0.969753951,0.029020635
Cardiovascular diseases,Heart Failure,"Heart failure, not strict",finn-b-I9_HEARTFAIL_NS,BAIAP2,Wald ratio,1,0.738963061,0.565444962,0.96572866,0.026733676
Cardiovascular diseases,Heart Failure,"Heart failure,strict",finn-b-I9_HEARTFAIL,BAIAP2,Wald ratio,1,0.636570394,0.450441529,0.899610362,0.010481568
Cardiovascular diseases,Hypertension,"Hypertension, essential",finn-b-I9_HYPTENSESS,BAIAP2,Wald ratio,1,0.787860206,0.621767767,0.998320815,0.048391631
Neurological and psychiatric diseases,Neurodegenerative Diseases,Alzheimer disease,finn-b-G6_ALZHEIMER,CFB,Inverse variance weighted (fixed effects),17,0.843009264,0.769761089,0.923227518,0.000231032
Neurological and psychiatric diseases,Psychiatric Disorders,schizophrenia,ieu-b-42,BAIAP2,Wald ratio,1,1.432207511,1.062581197,1.930410928,0.018346403
Cardiovascular diseases,Arrhythmias,Ventricular arrhythmia,ebi-a-GCST90018940,BCHE,Inverse variance weighted,23,1.143645737,1.011915468,1.292524537,0.031577969
Cardiovascular diseases,Arrhythmias,Ventricular arrhythmia,ebi-a-GCST90018940,BCHE,Inverse variance weighted (fixed effects),23,1.143645737,1.014452352,1.289292266,0.028191205
Cardiovascular diseases,Arrhythmias,Ventricular arrhythmia,ebi-a-GCST90018940,BCHE,Inverse variance weighted (multiplicative random effects),23,1.143645737,1.011915468,1.292524537,0.031577969
Neurological and psychiatric diseases,Neurodegenerative Diseases,Dementia with Lewy bodies,ebi-a-GCST90001390,BCHE,Inverse variance weighted,17,0.789138564,0.626805836,0.993512882,0.043863996
Neurological and psychiatric diseases,Neurodegenerative Diseases,Dementia with Lewy bodies,ebi-a-GCST90001390,BCHE,Inverse variance weighted (fixed effects),17,0.789138564,0.636087917,0.979015095,0.031334606
Neurological and psychiatric diseases,Neurodegenerative Diseases,Dementia with Lewy bodies,ebi-a-GCST90001390,BCHE,Inverse variance weighted (multiplicative random effects),17,0.789138564,0.626805836,0.993512882,0.043863996
Neurological and psychiatric diseases,Psychiatric Disorders,Depression,ebi-a-GCST90038650,BCHE,Inverse variance weighted,20,0.997853706,0.995991668,0.999719224,0.024153451
Neurological and psychiatric diseases,Psychiatric Disorders,Depression,ebi-a-GCST90038650,BCHE,Inverse variance weighted (fixed effects),20,0.997853706,0.996141396,0.999568959,0.014205799
Neurological and psychiatric diseases,Psychiatric Disorders,Depression,ebi-a-GCST90038650,BCHE,Inverse variance weighted (multiplicative random effects),20,0.997853706,0.995991668,0.999719224,0.024153451
Neurological and psychiatric diseases,Psychiatric Disorders,Major depression,ieu-b-102,BCHE,Inverse variance weighted,20,0.974495708,0.958948581,0.990294895,0.001640872
Neurological and psychiatric diseases,Psychiatric Disorders,Major depression,ieu-b-102,BCHE,Inverse variance weighted (fixed effects),20,0.974495708,0.958948581,0.990294895,0.001640872
Neurological and psychiatric diseases,Psychiatric Disorders,Major depression,ieu-b-102,BCHE,Inverse variance weighted (multiplicative random effects),20,0.974495708,0.959792704,0.989423946,0.000866074
Neurological and psychiatric diseases,Psychiatric Disorders,Major depressive disorder (ICD-10 coded),ebi-a-GCST005903,BCHE,Inverse variance weighted,19,0.997587865,0.995429936,0.999750473,0.028824592
Neurological and psychiatric diseases,Psychiatric Disorders,Major depressive disorder (ICD-10 coded),ebi-a-GCST005903,BCHE,Inverse variance weighted (fixed effects),19,0.997587865,0.995429936,0.999750473,0.028824592
Neurological and psychiatric diseases,Psychiatric Disorders,Major depressive disorder (ICD-10 coded),ebi-a-GCST005903,BCHE,Inverse variance weighted (multiplicative random effects),19,0.997587865,0.99553452,0.999645445,0.02159982
Cardiovascular diseases,Stroke,Stroke,ebi-a-GCST005838,NPPB,Inverse variance weighted (multiplicative random effects),3,0.906725811,0.895397649,0.918197292,1.30999999999999e-52
Neurological and psychiatric diseases,Psychiatric Disorders,schizophrenia,ieu-b-42,BCHE,Inverse variance weighted,21,0.938330509,0.89996926,0.978326909,0.002800193
Neurological and psychiatric diseases,Psychiatric Disorders,schizophrenia,ieu-b-42,BCHE,Inverse variance weighted (fixed effects),21,0.938330509,0.89996926,0.978326909,0.002800193
Neurological and psychiatric diseases,Psychiatric Disorders,schizophrenia,ieu-b-42,BCHE,Inverse variance weighted (multiplicative random effects),21,0.938330509,0.906243226,0.971553904,0.000336276
Cardiovascular diseases,Stroke,Stroke,ebi-a-GCST006906,BCHE,Inverse variance weighted,20,0.957890829,0.921066408,0.996187498,0.031477681
Cardiovascular diseases,Stroke,Stroke,ebi-a-GCST006906,BCHE,Inverse variance weighted (fixed effects),20,0.957890829,0.923369024,0.993703294,0.021601636
Cardiovascular diseases,Stroke,Stroke,ebi-a-GCST006906,BCHE,Inverse variance weighted (multiplicative random effects),20,0.957890829,0.921066408,0.996187498,0.031477681
Cardiovascular diseases,Stroke,STROKE,finn-b-C_STROKE,BCHE,Inverse variance weighted,21,1.060570181,1.010469681,1.113154734,0.017225933
Cardiovascular diseases,Stroke,STROKE,finn-b-C_STROKE,BCHE,Inverse variance weighted (fixed effects),21,1.060570181,1.015277859,1.107883029,0.008268204
Cardiovascular diseases,Stroke,STROKE,finn-b-C_STROKE,BCHE,Inverse variance weighted (multiplicative random effects),21,1.060570181,1.010469681,1.113154734,0.017225933
Cardiovascular diseases,Arrhythmias,Atrial fibrillation and flutter,finn-b-I9_AF,BLMH,Inverse variance weighted,28,1.111993306,1.046852712,1.181187286,0.000567515
Cardiovascular diseases,Arrhythmias,Atrial fibrillation and flutter,finn-b-I9_AF,BLMH,Inverse variance weighted (fixed effects),28,1.111993306,1.046852712,1.181187286,0.000567515
Cardiovascular diseases,Arrhythmias,Atrial fibrillation and flutter,finn-b-I9_AF,BLMH,Inverse variance weighted (multiplicative random effects),28,1.111993306,1.061149289,1.16527347,8.76e-06
Cardiovascular diseases,Arrhythmias,Cardiac arrhytmias,finn-b-CARDIAC_ARRHYTM,BLMH,Inverse variance weighted,28,1.081361151,1.033872731,1.131030834,0.000640512
Cardiovascular diseases,Arrhythmias,Cardiac arrhytmias,finn-b-CARDIAC_ARRHYTM,BLMH,Inverse variance weighted (fixed effects),28,1.081361151,1.035286607,1.129486202,0.000429923
Cardiovascular diseases,Arrhythmias,Cardiac arrhytmias,finn-b-CARDIAC_ARRHYTM,BLMH,Inverse variance weighted (multiplicative random effects),28,1.081361151,1.033872731,1.131030834,0.000640512
Cardiovascular diseases,Coronary Artery Diseases,Coronary artery disease,ebi-a-GCST005194,BLMH,Inverse variance weighted,26,1.030841407,1.003566012,1.058858106,0.026406444
Cardiovascular diseases,Coronary Artery Diseases,Coronary artery disease,ebi-a-GCST005194,BLMH,Inverse variance weighted (fixed effects),26,1.030841407,1.006006316,1.056289598,0.014635002
Cardiovascular diseases,Coronary Artery Diseases,Coronary artery disease,ebi-a-GCST005194,BLMH,Inverse variance weighted (multiplicative random effects),26,1.030841407,1.003566012,1.058858106,0.026406444
Cardiovascular diseases,Coronary Artery Diseases,Coronary artery disease,ebi-a-GCST003116,BLMH,Inverse variance weighted,26,1.048408521,1.00140226,1.097621277,0.043396547
Cardiovascular diseases,Coronary Artery Diseases,Coronary artery disease,ebi-a-GCST003116,BLMH,Inverse variance weighted (fixed effects),26,1.048408521,1.00140226,1.097621277,0.043396547
Cardiovascular diseases,Coronary Artery Diseases,Coronary artery disease,ebi-a-GCST003116,BLMH,Inverse variance weighted (multiplicative random effects),26,1.048408521,1.006417578,1.092151461,0.02340629
Cardiovascular diseases,Hypertension,"Hypertension, essential",finn-b-I9_HYPTENSESS,BLMH,Inverse variance weighted,28,1.047757426,1.006605436,1.090591788,0.022486298
Cardiovascular diseases,Hypertension,"Hypertension, essential",finn-b-I9_HYPTENSESS,BLMH,Inverse variance weighted (fixed effects),28,1.047757426,1.006726787,1.090460328,0.022082959
Cardiovascular diseases,Hypertension,"Hypertension, essential",finn-b-I9_HYPTENSESS,BLMH,Inverse variance weighted (multiplicative random effects),28,1.047757426,1.006605436,1.090591788,0.022486298
Cardiovascular diseases,Coronary Artery Diseases,"Ischaemic heart disease, wide definition",finn-b-I9_IHD,BLMH,Inverse variance weighted,28,1.057405362,1.011026346,1.105911933,0.014719624
Cardiovascular diseases,Coronary Artery Diseases,"Ischaemic heart disease, wide definition",finn-b-I9_IHD,BLMH,Inverse variance weighted (fixed effects),28,1.057405362,1.011026346,1.105911933,0.014719624
Cardiovascular diseases,Coronary Artery Diseases,"Ischaemic heart disease, wide definition",finn-b-I9_IHD,BLMH,Inverse variance weighted (multiplicative random effects),28,1.057405362,1.016942492,1.099478199,0.005047977
Cardiovascular diseases,Coronary Artery Diseases,Ischemic heart diseases,finn-b-I9_ISCHHEART,BLMH,Inverse variance weighted,28,1.061646534,1.014823839,1.110629569,0.009338264
Cardiovascular diseases,Coronary Artery Diseases,Ischemic heart diseases,finn-b-I9_ISCHHEART,BLMH,Inverse variance weighted (fixed effects),28,1.061646534,1.014823839,1.110629569,0.009338264
Cardiovascular diseases,Coronary Artery Diseases,Ischemic heart diseases,finn-b-I9_ISCHHEART,BLMH,Inverse variance weighted (multiplicative random effects),28,1.061646534,1.020087644,1.104898554,0.003322745
Cardiovascular diseases,Coronary Artery Diseases,Major coronary heart disease event,finn-b-I9_CHD,BLMH,Inverse variance weighted,28,1.061266191,1.006741651,1.118743748,0.027127048
Cardiovascular diseases,Coronary Artery Diseases,Major coronary heart disease event,finn-b-I9_CHD,BLMH,Inverse variance weighted (fixed effects),28,1.061266191,1.006741651,1.118743748,0.027127048
Cardiovascular diseases,Coronary Artery Diseases,Major coronary heart disease event,finn-b-I9_CHD,BLMH,Inverse variance weighted (multiplicative random effects),28,1.061266191,1.011095766,1.113926065,0.016101829
Cardiovascular diseases,Coronary Artery Diseases,Myocardial infarction,finn-b-I9_MI,BLMH,Inverse variance weighted,28,1.086604461,1.008614956,1.170624378,0.028834661
Cardiovascular diseases,Coronary Artery Diseases,Myocardial infarction,finn-b-I9_MI,BLMH,Inverse variance weighted (fixed effects),28,1.086604461,1.019616782,1.157993157,0.010515527
Cardiovascular diseases,Coronary Artery Diseases,Myocardial infarction,finn-b-I9_MI,BLMH,Inverse variance weighted (multiplicative random effects),28,1.086604461,1.008614956,1.170624378,0.028834661
Neurological and psychiatric diseases,Neurodegenerative Diseases,Alzheimer's disease,ebi-a-GCST90027158,BLMH,Inverse variance weighted (fixed effects),25,0.940620898,0.909827456,0.972456554,0.000312573
Neurological and psychiatric diseases,Neurodegenerative Diseases,"Alzheimer disease, including avohilmo",finn-b-G6_ALZHEIMER_INCLAVO,CFB,Inverse variance weighted,17,0.850830379,0.778917953,0.929382012,0.000336458
Neurological and psychiatric diseases,Neurodegenerative Diseases,"Alzheimer disease, including avohilmo",finn-b-G6_ALZHEIMER_INCLAVO,CFB,Inverse variance weighted (fixed effects),17,0.850830379,0.778917953,0.929382012,0.000336458
Neurological and psychiatric diseases,Neurodegenerative Diseases,"Alzheimer disease, including avohilmo",finn-b-G6_ALZHEIMER_INCLAVO,CFH,Inverse variance weighted (multiplicative random effects),16,1.233127978,1.098960749,1.383675088,0.000362931
Neurological and psychiatric diseases,Neurodegenerative Diseases,Alzheimer's disease,ebi-a-GCST90027158,TIMP4,Inverse variance weighted (fixed effects),11,1.075707348,1.033061371,1.120113801,0.000406234
Neurological and psychiatric diseases,Neurodegenerative Diseases,Alzheimer disease,finn-b-G6_ALZHEIMER,SHBG,Inverse variance weighted (multiplicative random effects),7,1.196829862,1.082959155,1.322673817,0.000427668
Neurological and psychiatric diseases,Neurodegenerative Diseases,"Alzheimer<c3><95>s disease, wide definition",finn-b-G6_AD_WIDE,PTPRN2,Inverse variance weighted (multiplicative random effects),5,1.335740989,1.136816752,1.569473696,0.000433789
Neurological and psychiatric diseases,Neurodegenerative Diseases,Alzheimer's disease,ebi-a-GCST90027158,BLMH,Inverse variance weighted (multiplicative random effects),25,0.940620898,0.908929586,0.973417178,0.000463853
Neurological and psychiatric diseases,Psychiatric Disorders,bipolar disorder,ieu-b-41,BLMH,Inverse variance weighted,27,0.930720799,0.871973551,0.993426011,0.030906481
Neurological and psychiatric diseases,Psychiatric Disorders,bipolar disorder,ieu-b-41,BLMH,Inverse variance weighted (fixed effects),27,0.930720799,0.874498903,0.990557224,0.023917753
Neurological and psychiatric diseases,Psychiatric Disorders,bipolar disorder,ieu-b-41,BLMH,Inverse variance weighted (multiplicative random effects),27,0.930720799,0.871973551,0.993426011,0.030906481
