model,mri_category,mri_trait,protein,n,beta,pvalue
Primary analysis,Right ventricle,RV end diastolic volume,IL18BP;Interleukin-18-binding protein,4865,-0.0942162968260098,4.56399469051845e-11
Primary analysis,Right atrium,RA maximum volume,RBP5;Retinol-binding protein 5,4748,-0.095351201114476,4.59442892070445e-11
Primary analysis,Right ventricle,RV end diastolic volume,KYNU;Kynureninase,4905,-0.0938125451852873,4.60816958711158e-11
Primary analysis,Left ventricle,LV end systolic volume,OXT;Oxytocin-neurophysin 1,4893,-0.0939201383865561,4.6233063472654e-11
Primary analysis,Right atrium,RA maximum volume,GHR;Growth hormone receptor,3311,-0.11404627020115,4.66120194336964e-11
Primary analysis,Right atrium,RA stroke volume,GSTA3;Glutathione S-transferase A3,4682,-0.0959651137549402,4.70880903353896e-11
Primary analysis,Right ventricle,RV end diastolic volume,NT5C1A;Cytosolic 5'-nucleotidase 1A,3442,-0.111829246105474,4.73230693112035e-11
Primary analysis,Left ventricle,LV cardiac output,TREM2;Triggering receptor expressed on myeloid cells 2,4834,-0.0944179455970988,4.78120901544214e-11
Primary analysis,Right ventricle,RV stroke volume,OXT;Oxytocin-neurophysin 1,4904,-0.093717733912549,4.84178049395187e-11
Primary analysis,Right atrium,RA stroke volume,OCLN;Occludin,3387,-0.112619196202192,4.94094920809247e-11
Primary analysis,Left ventricle,LV stroke volume,CDCP1;CUB domain-containing protein 1,4829,-0.0943710997988158,5.00075406200429e-11
Primary analysis,Right atrium,RA minimum volume,COLEC12;Collectin-12,4745,-0.0951864754946628,5.03100138270121e-11
Primary analysis,Right atrium,RA maximum volume,CRIP2;Cysteine-rich protein 2,4745,-0.095184802030782,5.03492338415426e-11
Primary analysis,Right atrium,RA minimum volume,TGFBR2;TGF-beta receptor type-2,4778,-0.0948558823975683,5.03718791198751e-11
Primary analysis,Right atrium,RA stroke volume,CXCL17;C-X-C motif chemokine 17,4830,-0.0943369698728036,5.05840068111021e-11
Primary analysis,Right ventricle,RV end systolic volume,SMOC1;SPARC-related modular calcium-binding protein 1,4889,-0.0937640312399431,5.06849598442713e-11
Primary analysis,Left ventricle,LV end diastolic volume,IL18R1;Interleukin-18 receptor 1,4903,-0.0876920500610633,7.71865193196759e-10
Primary analysis,Right ventricle,RV end diastolic volume,ICAM1;Intercellular adhesion molecule 1,4836,-0.0942508850840798,5.12485845358533e-11
Primary analysis,Left ventricle,LV end diastolic volume,RELT;Tumor necrosis factor receptor superfamily member 19L,4841,-0.0941898882452528,5.1550664202833e-11
Primary analysis,Right ventricle,RV stroke volume,TNFRSF4;Tumor necrosis factor receptor superfamily member 4,4897,-0.0936123542803734,5.25229285831474e-11
Primary analysis,Right ventricle,RV stroke volume,GDF15;Growth/differentiation factor 15,4917,-0.0933495147702823,5.43692807495758e-11
Primary analysis,Descending aorta,Descending aorta maximum area,COL6A3;Collagen alpha-3(VI) chain,4630,-0.0961762294481945,5.46571702221241e-11
Primary analysis,Right atrium,RA minimum volume,ACP5;Tartrate-resistant acid phosphatase type 5,4772,-0.0947346319858271,5.48004934434571e-11
Primary analysis,Right ventricle,RV end systolic volume,GSTA3;Glutathione S-transferase A3,4755,-0.0948828676442319,5.53200939686041e-11
Primary analysis,Right atrium,RA maximum volume,HIP1R;Huntingtin-interacting protein 1-related protein,3372,-0.112573170425703,5.54833189066964e-11
Primary analysis,Right atrium,RA maximum volume,APCS;Serum amyloid P-component,3357,-0.112771711690319,5.66089951016144e-11
Primary analysis,Right ventricle,RV stroke volume,NECTIN4;Nectin-4,4872,-0.0936803396137302,5.6925975326829e-11
Primary analysis,Descending aorta,Descending aorta minimum area,COL6A3;Collagen alpha-3(VI) chain,4631,-0.0960648989530781,5.72505628999012e-11
Primary analysis,Left ventricle,LV end diastolic volume,EPHA1;Ephrin type-A receptor 1,4850,-0.0938771398926392,5.73174934688705e-11
Primary analysis,Left ventricle,LV end systolic volume,FGF21;Fibroblast growth factor 21,4875,-0.0936073367207886,5.81246125404096e-11
Primary analysis,Right atrium,RA maximum volume,GPD1;Glycerol-3-phosphate dehydrogenase,3373,-0.11242597183152,5.84022962204406e-11
Primary analysis,Left ventricle,LV end systolic volume,AHNAK;Neuroblast differentiation-associated protein AHNAK,3343,-0.112913121998946,5.87072914094083e-11
Primary analysis,Right ventricle,RV stroke volume,LGALS1;Galectin-1,4867,-0.0936168917060925,5.99848660141293e-11
Primary analysis,Left ventricle,LV end systolic volume,CST3;Cystatin-C,4848,-0.0937964281610551,6.00698298404397e-11
Primary analysis,Right ventricle,RV end systolic volume,LGALS9;Galectin-9,4837,-0.0938658153500403,6.11133993500049e-11
Primary analysis,Right ventricle,RV stroke volume,REN;Renin,4867,-0.0837853093878096,4.79939175836707e-09
Primary analysis,Right ventricle,RV end diastolic volume,MIA;Melanoma-derived growth regulatory protein,4872,-0.0934444389742146,6.35993799830209e-11
Primary analysis,Right atrium,RA stroke volume,SSC4D;Scavenger receptor cysteine-rich domain-containing group B protein,4794,-0.0941945773061419,6.3718435990483e-11
Primary analysis,Right atrium,RA maximum volume,SHISA5;Protein shisa-5,3387,-0.111961239824622,6.40100004958129e-11
Primary analysis,Right atrium,RA maximum volume,GCG;Pro-glucagon,4673,-0.0953532319884725,6.51460676187676e-11
Primary analysis,Right atrium,RA maximum volume,CFI;Complement factor I,3382,-0.111983238020509,6.55402419206285e-11
Primary analysis,Left ventricle,LV stroke volume,GSTA3;Glutathione S-transferase A3,4756,-0.0944890285747926,6.61141479055481e-11
Primary analysis,Right ventricle,RV end systolic volume,ACP5;Tartrate-resistant acid phosphatase type 5,4864,-0.0934379771854305,6.61218832765656e-11
Primary analysis,Left ventricle,LV mean myocardial wall thickness AHA 4,CLMP;CXADR-like membrane protein,4887,-0.0931940260321475,6.68921163961579e-11
Primary analysis,Right atrium,RA stroke volume,PRCP;Lysosomal Pro-X carboxypeptidase,4797,-0.0940446388676749,6.73972331082668e-11
Primary analysis,Descending aorta,Descending aorta maximum area,COLEC12;Collectin-12,4555,-0.0964855640649843,6.78549535230187e-11
Primary analysis,Left ventricle,LV stroke volume,CFD;Complement factor D,3444,-0.110876933305088,6.81634705104754e-11
Primary analysis,Right ventricle,RV end diastolic volume,ACVRL1;Serine/threonine-protein kinase receptor R3,4823,-0.0937562708783786,6.85230333552567e-11
Primary analysis,Right ventricle,RV stroke volume,TFF3;Trefoil factor 3,4835,-0.0934942288137424,7.33545747327189e-11
Primary analysis,Left ventricle,LV cardiac output,GPD1;Glycerol-3-phosphate dehydrogenase,3431,-0.110881396891788,7.38745601441011e-11
Primary analysis,Left ventricle,LV end diastolic volume,CD83;CD83 antigen,4850,-0.0933070575729249,7.48428660002211e-11
Primary analysis,Left ventricle,LV cardiac output,CXCL17;C-X-C motif chemokine 17,4903,-0.0927866529626011,7.54298597239329e-11
Primary analysis,Descending aorta,Descending aorta maximum area,NPDC1;Neural proliferation differentiation and control protein 1,4586,-0.0959228020002923,7.5584229816243e-11
Primary analysis,Left ventricle,LV cardiac output,GSTA3;Glutathione S-transferase A3,4754,-0.0941877645198738,7.66982161113447e-11
Primary analysis,Right atrium,RA maximum volume,GDF15;Growth/differentiation factor 15,4832,-0.0933799526010492,7.8411428800623e-11
Primary analysis,Right ventricle,RV end diastolic volume,XCL1;Lymphotactin,4890,-0.0927830014328892,8.00287732973794e-11
Primary analysis,Right atrium,RA maximum volume,APOF;Apolipoprotein F,3389,0.111328403236767,8.09547703498143e-11
Primary analysis,Right ventricle,RV end diastolic volume,LAYN;Layilin,4825,-0.0932932592716436,8.42320449291601e-11
Primary analysis,Right atrium,RA maximum volume,LEPR;Leptin receptor,4786,0.0936655606153927,8.44492655234555e-11
Primary analysis,Right atrium,RA minimum volume,SMOC1;SPARC-related modular calcium-binding protein 1,4795,-0.0935775259966073,8.4466108322968e-11
Primary analysis,Right ventricle,RV end systolic volume,PAMR1;Inactive serine protease PAMR1,4842,-0.0931040815963283,8.52519895258882e-11
Primary analysis,Right atrium,RA maximum volume,COL6A3;Collagen alpha-3(VI) chain,4832,-0.0931884905133815,8.57089576546833e-11
Primary analysis,Right ventricle,RV stroke volume,CLEC4A;C-type lectin domain family 4 member A,4852,0.0929187787527402,8.88829250685736e-11
Primary analysis,Right ventricle,RV end diastolic volume,RNASE4;Ribonuclease 4,3323,-0.112169415594553,8.92646012217171e-11
Primary analysis,Left ventricle,LV stroke volume,IL18R1;Interleukin-18 receptor 1,4905,-0.0855845532553274,1.93151575906194e-09
Primary analysis,Right ventricle,RV stroke volume,AFM;Afamin,3444,-0.110141877118632,9.10426826592374e-11
Primary analysis,Right ventricle,RV end systolic volume,LGALS1;Galectin-1,4866,-0.0927150266327125,9.18472722519718e-11
Primary analysis,Right atrium,RA maximum volume,GSTA1;Glutathione S-transferase A1,4760,-0.0937262860347102,9.23312999124408e-11
Primary analysis,Left ventricle,LV cardiac output,MOG;Myelin-oligodendrocyte glycoprotein,4888,-0.0924912277817379,9.25223244936932e-11
Primary analysis,Right atrium,RA maximum volume,COL4A1;Collagen alpha-1(IV) chain,4786,0.093455638028265,9.30454617707258e-11
Primary analysis,Right atrium,RA maximum volume,CCL7;C-C motif chemokine 7,4769,-0.0935180605074643,9.75781726740633e-11
Primary analysis,Left ventricle,LV end systolic volume,IGFBP2;Insulin-like growth factor-binding protein 2,4899,0.0922499696302125,9.86610075099014e-11
Primary analysis,Right ventricle,RV stroke volume,NPC2;NPC intracellular cholesterol transporter 2,3390,-0.110801734774364,9.87613260084658e-11
Primary analysis,Right ventricle,RV stroke volume,WFDC2;WAP four-disulfide core domain protein 2,4564,-0.0955532815701578,9.9068352130873e-11
Primary analysis,Right ventricle,RV end diastolic volume,HS6ST2;Heparan-sulfate 6-O-sulfotransferase 2,3346,-0.111505697255025,9.94578759073261e-11
Primary analysis,Left ventricle,LV cardiac output,"POLR2F;DNA-directed RNA polymerases I, II, and III subunit RPABC2",4830,-0.0928755480020394,9.99714685586562e-11
Primary analysis,Left ventricle,LV cardiac output,MIA;Melanoma-derived growth regulatory protein,4870,-0.0924704961605653,1.01105812488725e-10
Primary analysis,Right ventricle,RV stroke volume,GSTA3;Glutathione S-transferase A3,4756,-0.093541604914034,1.02335363458357e-10
Primary analysis,Right ventricle,RV end diastolic volume,NOMO1;Nodal modulator 1,4843,-0.0926996225457532,1.02392153366853e-10
Primary analysis,Left ventricle,LV cardiac output,AFM;Afamin,3442,-0.109869572966771,1.02564118376861e-10
Primary analysis,Descending aorta,Descending aorta maximum area,MIA;Melanoma-derived growth regulatory protein,4589,-0.0951429369706402,1.06035454758434e-10
Primary analysis,Left ventricle,LV end diastolic volume,EGLN1;Egl nine homolog 1,4850,-0.0925567402795785,1.06070766020567e-10
Primary analysis,Left ventricle,LV stroke volume,MIA;Melanoma-derived growth regulatory protein,4872,-0.0923283838951546,1.07056226601801e-10
Primary analysis,Right ventricle,RV stroke volume,EPHA1;Ephrin type-A receptor 1,4852,-0.0925112313680938,1.07380255086126e-10
Primary analysis,Right atrium,RA maximum volume,KYNU;Kynureninase,4821,-0.0927723872664777,1.09111756694346e-10
Primary analysis,Right ventricle,RV end diastolic volume,NTRK3;NT-3 growth factor receptor,4904,0.0918961696739756,1.13813590389057e-10
Primary analysis,Left ventricle,LV end diastolic volume,HSD11B1;Corticosteroid 11-beta-dehydrogenase isozyme 1,4850,0.092403254741589,1.13875081727047e-10
Primary analysis,Left ventricle,LV end systolic volume,RTN4R;Reticulon-4 receptor,4879,-0.092085640915551,1.16200567882264e-10
Primary analysis,Right ventricle,RV end diastolic volume,ISM1;Isthmin-1,4852,-0.0923105051259647,1.17824146760903e-10
Primary analysis,Left ventricle,LV cardiac output,KLK6;Kallikrein-6,4863,-0.0921612364523189,1.20312193458404e-10
Primary analysis,Left ventricle,LV stroke volume,NRCAM;Neuronal cell adhesion molecule,4867,-0.0920891654461501,1.22237120233367e-10
Primary analysis,Right ventricle,RV end diastolic volume,HAVCR2;Hepatitis A virus cellular receptor 2,4843,-0.092304447236387,1.22901687272108e-10
Primary analysis,Right ventricle,RV end diastolic volume,DCXR;L-xylulose reductase,4872,-0.0920270081041505,1.23091806810317e-10
Primary analysis,Right atrium,RA maximum volume,IFI30;Gamma-interferon-inducible lysosomal thiol reductase,3292,-0.111850245454088,1.2324690688964e-10
Primary analysis,Descending aorta,Descending aorta maximum area,HSPG2;Basement membrane-specific heparan sulfate proteoglycan core protein,4548,-0.0951663920351948,1.26977436403211e-10
Primary analysis,Right ventricle,RV end systolic volume,IGFBP2;Insulin-like growth factor-binding protein 2,4909,0.0915998301113841,1.27805389034625e-10
Primary analysis,Descending aorta,Descending aorta maximum area,TNFRSF19;Tumor necrosis factor receptor superfamily member 19,4604,-0.0945712867898865,1.27943080278303e-10
Primary analysis,Right atrium,RA maximum volume,CD5;T-cell surface glycoprotein CD5,4802,-0.0925984836133564,1.28536585882093e-10
Primary analysis,Right atrium,RA maximum volume,GLA;Alpha-galactosidase A,3304,-0.111536838335993,1.28591888930657e-10
Primary analysis,Right ventricle,RV end diastolic volume,PBXIP1;Pre-B-cell leukemia transcription factor-interacting protein 1,3428,-0.10949265324575,1.29554126573422e-10
Primary analysis,Left ventricle,LV stroke volume,PBXIP1;Pre-B-cell leukemia transcription factor-interacting protein 1,3428,-0.109477343951096,1.30326729505018e-10
Primary analysis,Right atrium,RA maximum volume,CD4;T-cell surface glycoprotein CD4,4766,-0.0929097420039643,1.30696621271445e-10
Primary analysis,Left ventricle,LV cardiac output,PBXIP1;Pre-B-cell leukemia transcription factor-interacting protein 1,3426,-0.109481242093082,1.31745048058741e-10
Primary analysis,Right atrium,RA stroke volume,CTSD;Cathepsin D,4471,-0.0958881778397615,1.32190955713537e-10
Primary analysis,Right ventricle,RV stroke volume,CTSD;Cathepsin D,4545,-0.0950719793211735,1.34302139888565e-10
Primary analysis,Right ventricle,RV end diastolic volume,CCN5;CCN family member 5,4843,-0.0920731439632065,1.36714746665778e-10
Primary analysis,Left ventricle,LV end diastolic volume,EFCAB14;EF-hand calcium-binding domain-containing protein 14,3426,-0.109383432117446,1.36840573228399e-10
Primary analysis,Right atrium,RA maximum volume,SELE;E-selectin,4832,-0.092164617970585,1.37525810751287e-10
Primary analysis,Right atrium,RA minimum volume,IGFBP1;Insulin-like growth factor-binding protein 1,4817,0.0922495793426642,1.41224843885192e-10
Primary analysis,Left ventricle,LV mean myocardial wall thickness AHA 10,"FABP4;Fatty acid-binding protein, adipocyte",4914,-0.0912889980667583,1.44460014951797e-10
Primary analysis,Right ventricle,RV end systolic volume,TNFRSF1B;Tumor necrosis factor receptor superfamily member 1B,4842,-0.0919594436317245,1.44677001034799e-10
Primary analysis,Right ventricle,RV stroke volume,PIK3IP1;Phosphoinositide-3-kinase-interacting protein 1,4843,-0.0919445998912134,1.45035257888233e-10
Primary analysis,Right ventricle,RV stroke volume,SSC4D;Scavenger receptor cysteine-rich domain-containing group B protein,4866,-0.0917202843142123,1.45541541425188e-10
Primary analysis,Left ventricle,LV mean myocardial wall thickness AHA 12,LAMP2;Lysosome-associated membrane glycoprotein 2,4713,0.0931908560758562,1.45588187169774e-10
Primary analysis,Left ventricle,LV end diastolic volume,SNCG;Gamma-synuclein,4827,-0.0920821814715633,1.4597646873697e-10
Primary analysis,Right ventricle,RV stroke volume,GFRA1;GDNF family receptor alpha-1,4886,-0.0915238311465184,1.4616277807695e-10
Primary analysis,Right ventricle,RV end systolic volume,CD300E;CMRF35-like molecule 2,4873,-0.0916306962134231,1.47154680803394e-10
Primary analysis,Right atrium,RA stroke volume,CNTN3;Contactin-3,4768,-0.0926255232758649,1.47479728045369e-10
Primary analysis,Left ventricle,LV end systolic volume,PGF;Placenta growth factor,4894,-0.0914013310871939,1.49432454964023e-10
Primary analysis,Right atrium,RA maximum volume,SNCG;Gamma-synuclein,4745,-0.0928164606341841,1.49669148538842e-10
Primary analysis,Left ventricle,LV mean myocardial wall thickness AHA 10,CLMP;CXADR-like membrane protein,4887,-0.0914569498484324,1.50093682757672e-10
Primary analysis,Right ventricle,RV stroke volume,NT5C1A;Cytosolic 5'-nucleotidase 1A,3442,-0.108852563069282,1.52416183905916e-10
Primary analysis,Right ventricle,RV end systolic volume,CFH;Complement factor H,3247,-0.112027323818388,1.54066976688792e-10
Primary analysis,Left ventricle,LV stroke volume,F7;Coagulation factor VII,4856,-0.0916761435198685,1.55083048091554e-10
Primary analysis,Right ventricle,RV end diastolic volume,CCL7;C-C motif chemokine 7,4852,-0.0917053863217766,1.55682019013691e-10
